,Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
531,532,Kye Rowles,DF,Australia,23,1.sct Hearts,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
532,533,Antonio Rüdiger,DF,Germany,29,1.es Real Madrid,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.8,0.8,0.0,0.8,1,21,1,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches
533,534,Bryan Ruiz,MF,Costa Rica,36,1.cr Alajuelense,1985,1,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
534,535,Mathew Ryan,GK,Australia,30,1.dk FC Copenhagen,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
535,536,Youssouf Sabaly,DF,Senegal,29,1.es Betis,1993,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,13,26,15,0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.17,0.01,0.17,Matches
536,537,Abdelhamid Sabiri,MF,Morocco,25,1.it Sampdoria,1996,5,2,181,2.0,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,2,1,2,0.0,0.5,0.5,0.0,0.5,0.08,0.53,0.6,0.08,0.6,Matches
537,538,Romain Saïss,DF,Morocco,32,1.tr Beşiktaş,1990,6,6,466,5.2,1,0,1,1,0,0,1,0,0.8,0.8,0.0,0.8,1,9,0,0.19,0.0,0.19,0.19,0.19,0.16,0.0,0.16,0.16,0.16,Matches
538,539,Bukayo Saka,FW,England,20,1.eng Arsenal,2001,4,4,288,3.2,3,0,3,3,0,0,0,0,0.6,0.6,0.7,1.3,11,10,34,0.94,0.0,0.94,0.94,0.94,0.2,0.2,0.4,0.2,0.4,Matches
539,540,Hiroki Sakai,"MF,DF",Japan,32,1.jp Urawa Reds,1990,2,1,119,1.3,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0,6,3,0.0,0.0,0.0,0.0,0.0,0.54,0.07,0.61,0.54,0.61,Matches
540,541,Youstin Salas,"DF,MF",Costa Rica,25,1.cr Saprissa,1996,2,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
541,542,William Saliba,DF,France,21,1.eng Arsenal,2001,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
542,543,Mohammed Salisu,DF,Ghana,23,1.eng Southampton,1999,3,3,270,3.0,1,0,1,1,0,0,0,0,0.8,0.8,0.2,1.0,2,8,1,0.33,0.0,0.33,0.33,0.33,0.26,0.08,0.34,0.26,0.34,Matches
543,544,Tarek Salman,DF,Qatar,24,1.qa Al Sadd,1997,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
544,545,Alex Sandro,DF,Brazil,31,1.it Juventus,1991,3,2,190,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,17,4,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,Matches
545,546,Leroy Sané,"FW,DF",Germany,26,1.de Bayern Munich,1996,2,1,111,1.2,0,1,1,0,0,0,0,0,0.1,0.1,1.8,1.9,4,8,11,0.0,0.81,0.81,0.0,0.81,0.09,1.44,1.54,0.09,1.54,Matches
546,547,Na Sang-ho,FW,Korea Republic,25,1.kr FC Seoul,1996,2,1,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,1,4,18,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,Matches
547,548,Pablo Sarabia,FW,Spain,30,1.fr Paris S-G,1992,1,0,3,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,1,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
548,549,Josh Sargent,FW,United States,22,2.eng Norwich City,2000,3,2,157,1.7,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.4,2,1,16,0.0,0.0,0.0,0.0,0.0,0.21,0.04,0.25,0.21,0.25,Matches
549,550,Jeremy Sarmiento,"MF,FW",Ecuador,19,1.eng Brighton,2002,3,0,85,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,5,3,4,0.0,0.0,0.0,0.0,0.0,0.07,0.09,0.15,0.07,0.15,Matches
550,551,Ismaila Sarr,"FW,MF",Senegal,24,2.eng Watford,1998,4,4,344,3.8,1,0,1,0,1,1,0,0,1.7,0.9,0.4,1.3,14,8,25,0.26,0.0,0.26,0.0,0.0,0.44,0.11,0.55,0.23,0.34,Matches
551,552,Ferjani Sassi,"MF,DF",Tunisia,30,1.qa Al Duhail SC,1992,2,0,48,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
552,553,Fabian Schär,DF,Switzerland,30,1.eng Newcastle Utd,1991,2,2,135,1.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
553,554,Nico Schlotterbeck,DF,Germany,22,1.de Dortmund,1999,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
554,555,Kasper Schmeichel,GK,Denmark,35,1.fr Nice,1986,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
555,556,Haris Seferović,FW,Switzerland,30,1.tr Galatasaray,1992,3,0,71,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,1,2,0.0,0.0,0.0,0.0,0.0,0.24,0.03,0.27,0.24,0.27,Matches
556,557,Alidu Seidu,DF,Ghana,22,1.fr Clermont Foot,2000,2,2,155,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,3,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
557,558,Antoine Semenyo,"FW,MF",Ghana,22,2.eng Bristol City,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches
558,559,Kim Seung-gyu,GK,Korea Republic,31,1.sa Al-Shabab,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
559,560,Paik Seung-ho,MF,Korea Republic,25,1.kr Jeonbuk,1997,1,0,26,0.3,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,3.46,0.0,3.46,3.46,3.46,0.15,0.0,0.15,0.15,0.15,Matches
560,561,Yasser Al-Shahrani,DF,Saudi Arabia,30,1.sa Al-Hilal,1992,1,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
561,562,Xherdan Shaqiri,"FW,MF",Switzerland,30,1.us Fire,1991,3,3,229,2.5,1,1,2,1,0,0,0,0,0.3,0.3,0.9,1.2,4,16,21,0.39,0.39,0.79,0.39,0.79,0.12,0.37,0.49,0.12,0.49,Matches
562,563,Riyadh Sharahili,MF,Saudi Arabia,29,1.sa Abha,1993,1,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
563,564,Luke Shaw,DF,England,26,1.eng Manchester Utd,1995,5,5,424,4.7,0,1,1,0,0,0,0,0,0.1,0.1,0.8,0.9,14,37,30,0.0,0.21,0.21,0.0,0.21,0.02,0.16,0.18,0.02,0.18,Matches
564,565,Saad Al Sheeb,GK,Qatar,32,1.qa Al Sadd,1990,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
565,566,Saleh Al-Shehri,FW,Saudi Arabia,28,1.sa Al-Hilal,1993,3,3,223,2.5,1,0,1,1,0,0,1,0,0.1,0.1,0.1,0.2,3,0,8,0.4,0.0,0.4,0.4,0.4,0.03,0.05,0.09,0.03,0.09,Matches
566,567,André Silva,FW,Portugal,26,1.de RB Leipzig,1995,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches
567,568,António Silva,DF,Portugal,18,1.pt Benfica,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
568,569,Bernardo Silva,MF,Portugal,27,1.eng Manchester City,1994,5,4,356,4.0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.5,18,18,17,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.14,0.04,0.14,Matches
569,570,Thiago Silva,DF,Brazil,37,1.eng Chelsea,1984,4,4,390,4.3,0,1,1,0,0,0,0,0,0.2,0.2,0.9,1.1,3,21,0,0.0,0.23,0.23,0.0,0.23,0.04,0.23,0.27,0.04,0.27,Matches
570,571,Unai Simón,GK,Spain,25,1.es Athletic Club,1997,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
571,572,Xavi Simons,"FW,MF",Netherlands,19,1.nl PSV Eindhoven,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
572,573,Ellyes Skhiri,MF,Tunisia,27,1.de Köln,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,17,4,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches
573,574,Michał Skóraś,MF,Poland,22,1.pl Lech Poznań,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
574,575,Andreas Skov Olsen,"FW,MF",Denmark,22,1.be Club Brugge,1999,2,2,132,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,7,4,23,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches
575,576,Robert Skov,DF,Denmark,26,1.de Hoffenheim,1996,1,0,22,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
576,577,Naïm Sliti,"MF,FW",Tunisia,29,1.sa Al-Ettifaq,1992,2,1,114,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,3,9,7,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.21,0.11,0.21,Matches
577,578,Carlos Soler,MF,Spain,25,1.fr Paris S-G,1997,2,0,92,1.0,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,4,10,2,0.98,0.0,0.98,0.98,0.98,0.78,0.26,1.04,0.78,1.04,Matches
578,579,Yuki Soma,"FW,MF",Japan,25,1.jp Grampus,1997,1,1,81,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,3,1,6,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches
579,580,Yann Sommer,GK,Switzerland,33,1.de Gladbach,1988,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
580,581,Borna Sosa,DF,Croatia,24,1.de Stuttgart,1998,5,5,424,4.7,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.4,18,17,29,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,Matches
581,582,Harry Souttar,DF,Australia,23,2.eng Stoke City,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches
582,583,Djibril Sow,MF,Switzerland,25,1.de Eint Frankfurt,1997,4,4,264,2.9,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.3,10,12,12,0.0,0.34,0.34,0.0,0.34,0.06,0.06,0.12,0.06,0.12,Matches
583,584,Josip Stanišić,DF,Croatia,22,1.de Bayern Munich,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
584,585,Renato Steffen,FW,Switzerland,30,1.ch Lugano,1991,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
585,586,Raheem Sterling,FW,England,27,1.eng Chelsea,1994,3,2,149,1.7,1,1,2,1,0,0,0,0,0.4,0.4,0.1,0.5,2,6,12,0.6,0.6,1.21,0.6,1.21,0.22,0.09,0.31,0.22,0.31,Matches
586,587,John Stones,DF,England,28,1.eng Manchester City,1994,5,5,434,4.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,4,25,0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.08,0.06,0.08,Matches
587,588,Luis Suárez,FW,Uruguay,35,1.uy Nacional,1987,3,2,146,1.6,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.5,2,2,5,0.0,0.62,0.62,0.0,0.62,0.26,0.04,0.29,0.26,0.29,Matches
588,589,Niklas Süle,DF,Germany,26,1.de Dortmund,1995,3,3,269,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,29,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches
589,590,Kamaldeen Sulemana,FW,Ghana,20,1.fr Rennes,2002,2,0,58,0.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,1,6,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches
590,591,Josip Šutalo,DF,Croatia,22,1.hr Dinamo Zagreb,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
591,592,Karol Świderski,FW,Poland,25,1.us Charlotte,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
592,593,Wojciech Szczęsny,GK,Poland,32,1.it Juventus,1990,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
593,594,Damian Szymański,MF,Poland,26,1.gr AEK Athens,1995,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
594,595,Sebastian Szymański,MF,Poland,23,1.nl Feyenoord,1999,2,2,134,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
595,596,Dušan Tadić,"MF,FW",Serbia,33,1.nl Ajax,1988,3,3,257,2.9,0,2,2,0,0,0,0,0,0.1,0.1,0.7,0.8,12,14,20,0.0,0.7,0.7,0.0,0.7,0.03,0.25,0.28,0.03,0.28,Matches
596,597,Nicolás Tagliafico,DF,Argentina,29,1.fr Lyon,1992,6,3,373,4.1,0,0,0,0,0,0,0,0,1.0,1.0,0.2,1.2,6,8,20,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.31,0.26,0.31,Matches
597,598,Montassar Talbi,DF,Tunisia,24,1.fr Lorient,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
598,599,Hassan Al Tambakti,DF,Saudi Arabia,23,1.sa Al-Shabab,1999,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
599,600,Ao Tanaka,MF,Japan,23,2.de Düsseldorf,1998,3,2,171,1.9,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.0,1,8,7,0.53,0.0,0.53,0.53,0.53,0.55,0.05,0.6,0.55,0.6,Matches
600,601,Shogo Taniguchi,DF,Japan,30,1.jp Kawa Frontale,1991,2,2,210,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,5,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches
601,602,Mehdi Taremi,FW,IR Iran,29,1.pt Porto,1992,3,3,270,3.0,2,1,3,1,1,1,0,0,1.3,0.6,0.7,1.2,7,9,18,0.67,0.33,1.0,0.33,0.67,0.45,0.22,0.67,0.18,0.4,Matches
602,603,Kenneth Taylor,MF,Netherlands,20,1.nl Ajax,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
603,604,Aurélien Tchouaméni,MF,France,22,1.es Real Madrid,2000,7,7,621,6.9,1,0,1,1,0,0,1,0,0.3,0.3,1.0,1.4,8,50,6,0.14,0.0,0.14,0.14,0.14,0.05,0.16,0.21,0.05,0.21,Matches
604,605,Yeltsin Tejeda,MF,Costa Rica,30,1.cr Herediano,1992,3,3,269,3.0,1,1,2,1,0,0,0,0,0.4,0.4,0.1,0.5,0,9,1,0.33,0.33,0.67,0.33,0.67,0.14,0.02,0.17,0.14,0.17,Matches
605,606,Alex Telles,DF,Brazil,29,1.es Sevilla,1992,2,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
606,607,Sorba Thomas,MF,Wales,22,2.eng Huddersfield,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
607,608,Marcus Thuram,"FW,MF",France,24,1.de Gladbach,1997,5,0,151,1.7,0,2,2,0,0,0,1,0,0.2,0.2,0.3,0.5,8,6,9,0.0,1.19,1.19,0.0,1.19,0.16,0.19,0.35,0.16,0.35,Matches
608,609,Youri Tielemans,MF,Belgium,25,1.eng Leicester City,1997,3,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
609,610,Jurriën Timber,DF,Netherlands,20,1.nl Ajax,2001,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,13,24,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
610,611,Karl Toko Ekambi,"FW,MF",Cameroon,29,1.fr Lyon,1992,3,2,166,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,7,2,8,0.0,0.0,0.0,0.0,0.0,0.1,0.14,0.24,0.1,0.24,Matches
611,612,Nouhou Tolo,DF,Cameroon,24,1.us Seattle,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
612,613,Takehiro Tomiyasu,"DF,MF",Japan,23,1.eng Arsenal,1998,3,1,187,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches
613,614,Mehdi Torabi,MF,IR Iran,27,1.ir Persepolis,1994,3,0,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,2,6,2,0.0,0.0,0.0,0.0,0.0,0.18,0.82,1.0,0.18,1.0,Matches
614,615,Félix Torres Caicedo,DF,Ecuador,25,1.mx Santos,1997,3,3,270,3.0,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.6,0,2,0,0.0,0.33,0.33,0.0,0.33,0.04,0.15,0.19,0.04,0.19,Matches
615,616,Ferrán Torres,FW,Spain,22,1.es Barcelona,2000,4,3,217,2.4,2,0,2,1,1,1,0,0,1.0,0.2,0.2,0.4,3,7,32,0.83,0.0,0.83,0.41,0.41,0.42,0.07,0.5,0.1,0.17,Matches
616,617,Gerson Torres,MF,Costa Rica,24,1.cr Herediano,1997,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
617,618,Pau Torres,DF,Spain,25,1.es Villarreal,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
618,619,Kieran Trippier,DF,England,31,1.eng Newcastle Utd,1990,3,2,206,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,1,17,8,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches
619,620,Leandro Trossard,"FW,MF",Belgium,27,1.eng Brighton,1994,3,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches
620,621,Matt Turner,GK,United States,27,1.eng Arsenal,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
621,622,Ayase Ueda,FW,Japan,23,1.be Cercle Brugge,1998,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
622,623,Hwang Ui-jo,"FW,MF",Korea Republic,29,1.gr Olympiacos,1992,4,1,106,1.2,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,Matches
623,624,Dayot Upamecano,DF,France,23,1.de Bayern Munich,1998,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,26,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
624,625,Enner Valencia,"FW,MF",Ecuador,32,1.tr Fenerbahçe,1989,3,3,255,2.8,3,0,3,2,1,1,0,0,2.3,1.5,0.3,1.8,0,1,15,1.06,0.0,1.06,0.71,0.71,0.8,0.1,0.9,0.52,0.62,Matches
625,626,Federico Valverde,MF,Uruguay,23,1.es Real Madrid,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,7,29,4,0.0,0.0,0.0,0.0,0.0,0.06,0.14,0.2,0.06,0.2,Matches
626,627,Virgil van Dijk,DF,Netherlands,30,1.eng Liverpool,1991,5,5,480,5.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,18,0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Matches
627,628,Raphaël Varane,DF,France,29,1.eng Manchester Utd,1993,6,6,518,5.8,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,8,7,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
628,629,Guillermo Varela,DF,Uruguay,29,1.br Flamengo,1993,3,2,183,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches
629,630,Ruben Vargas,FW,Switzerland,23,1.de Augsburg,1998,4,4,285,3.2,0,1,1,0,0,0,1,0,0.3,0.3,0.6,0.9,15,8,34,0.0,0.32,0.32,0.0,0.32,0.11,0.19,0.3,0.11,0.3,Matches
630,631,Matías Vecino,MF,Uruguay,30,1.it Lazio,1991,3,2,195,2.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,9,3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
631,632,Alexis Vega,FW,Mexico,24,1.mx Guadalajara,1997,3,3,193,2.1,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,2,6,13,0.0,0.0,0.0,0.0,0.0,0.39,0.06,0.44,0.39,0.44,Matches
632,633,Miloš Veljković,DF,Serbia,26,1.de Werder Bremen,1995,3,3,221,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
633,634,Johan Venegas,"FW,MF",Costa Rica,33,1.cr Alajuelense,1988,1,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
634,635,Jordan Veretout,MF,France,29,1.fr Marseille,1993,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
635,636,Jan Vertonghen,DF,Belgium,35,1.be Anderlecht,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,8,0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches
636,637,Matías Viña,DF,Uruguay,24,1.it Roma,1997,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
637,638,Vitinha,MF,Portugal,22,1.fr Paris S-G,2000,3,1,120,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,14,7,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches
