,min,squad,g+a_1,crdr,starts,pk,g-pk,ast,g-pk_1,crdy,mp,g+a-pk,gls_1,gls,player,g+a,ast_1
723,57,Lithuania,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Gratas Sirgėdas,0,0.00
724,168,Scotland,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Greg Taylor,0,0.00
725,90,Switzerland,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Gregor Kobel,0,0.0
726,674,Cyprus,0.13,0,8,0,1,0,0.13,2,8,0.13,0.13,1,Grigoris Kastanos,1,0.00
727,332,Poland,0.0,0,4,0,0,0,0.0,1,4,0.0,0.0,0,Grzegorz Krychowiak,0,0.0
728,8,Austria,0.00,1,0,0,0,0,0.00,2,1,0.00,0.00,0,Guido Burgstaller,0,0.00
729,56,Argentina,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Guido Rodríguez,0,0.0
730,270,Mexico,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Guillermo Ochoa,0,0.0
731,183,Uruguay,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Guillermo Varela,0,0.0
732,616,Faroe Islands,0.00,0,7,0,0,0,0.00,1,7,0.00,0.00,0,Gunnar Vatnhamar,0,0.00
733,930,Georgia,0.00,0,10,0,0,0,0.00,3,10,0.00,0.00,0,Guram Kashia,0,0.00
734,242,Iceland,0.00,0,3,0,0,0,0.00,0,3,0.00,0.00,0,Guðmundur Þórarinsson,0,0.00
735,688,Lithuania,0.26,0,8,0,0,2,0.00,2,8,0.26,0.00,0,Gvidas Gineitis,2,0.26
736,77,Iceland,2.34,0,1,1,1,0,1.17,0,2,1.17,2.34,2,Gylfi Sigurðsson,2,0.00
737,653,Lithuania,0.28,0,7,0,2,0,0.28,2,8,0.28,0.28,2,Gytis Paulauskas,2,0.00
738,137,United States,0.66,0,1,0,1,0,0.66,0,4,0.66,0.66,1,Haji Wright,1,0.0
739,572,Türkiye,0.00,0,7,0,0,0,0.00,0,7,0.00,0.00,0,Hakan Çalhanoğlu,0,0.00
740,635,Morocco,0.28,0,7,0,1,1,0.14,0,7,0.28,0.14,1,Hakim Ziyech,2,0.14
741,30,Türkiye,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Halil Dervişoğlu,0,0.00
742,35,Faroe Islands,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Hannes Agnarsson,0,0.00
743,11,Tunisia,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Hannibal Mejbri,0,0.0
744,123,Faroe Islands,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Hanus Sørensen,0,0.00
745,212,Bosnia & Herz'na,0.42,0,2,0,0,1,0.00,1,3,0.42,0.00,0,Haris Hajradinović,1,0.42
746,71,Switzerland,0.0,0,0,0,0,0,0.0,0,3,0.0,0.0,0,Haris Seferović,0,0.0
747,79,Bosnia & Herz'na,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Haris Tabakovic,0,0.00
748,402,England,1.12,0,5,1,1,3,0.22,0,5,0.9,0.45,2,Harry Kane,5,0.67
749,429,England,0.21,0,5,0,0,1,0.0,1,5,0.21,0.0,0,Harry Maguire,1,0.21
750,360,Australia,0.0,0,4,0,0,0,0.0,0,4,0.0,0.0,0,Harry Souttar,0,0.0
751,160,Wales,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Harry Wilson,0,0.0
752,180,Saudi Arabia,0.0,0,2,0,0,0,0.0,1,2,0.0,0.0,0,Hassan Al Tambakti,0,0.0
753,206,Qatar,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Hassan Al-Haydos,0,0.0
754,4,Saudi Arabia,22.5,0,0,0,0,1,0.0,1,2,22.5,0.0,0,Hattan Bahebri,1,22.5
755,225,Cyprus,0.00,0,3,0,0,0,0.00,0,3,0.00,0.00,0,Hector Kyprianou,0,0.00
756,192,Faroe Islands,0.00,0,2,0,0,0,0.00,1,3,0.00,0.00,0,Heini Vatnsdal,0,0.00
757,180,Austria,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Heinz Lindner,0,0.00
758,55,Kosovo,0.00,0,0,0,0,0,0.00,2,2,0.00,0.00,0,Hekuran Kryeziu,0,0.00
759,369,Estonia,0.00,0,5,0,0,0,0.00,0,7,0.00,0.00,0,Henri Anier,0,0.00
760,191,Estonia,0.00,0,3,0,0,0,0.00,1,5,0.00,0.00,0,Henrik Ojamaa,0,0.00
761,674,Malta,0.00,0,8,0,0,0,0.00,0,8,0.00,0.00,0,Henry Bonello,0,0.00
762,146,Mexico,0.62,0,2,0,1,0,0.62,0,2,0.62,0.62,1,Henry Martín,1,0.0
763,54,Georgia,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Heorhii Tsitaishvili,0,0.00
764,180,Ukraine,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Heorhiy Bushchan,0,0.00
765,846,Ukraine,0.32,0,10,0,1,2,0.11,0,10,0.32,0.11,1,Heorhiy Sudakov,3,0.21
766,270,Ecuador,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Hernán Galíndez,0,0.0
767,285,Japan,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Hidemasa Morita,0,0.0
768,45,Japan,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Hiroki Ito,0,0.0
769,119,Japan,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,Hiroki Sakai,0,0.0
770,252,Mexico,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Hirving Lozano,0,0.0
771,135,Sweden,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Hjalmar Ekdal,0,0.00
772,180,Iceland,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Hjörtur Hermannsson,0,0.00
773,502,Azerbaijan,0.00,0,6,0,0,0,0.00,0,7,0.00,0.00,0,Hojjat Haghverdi,0,0.00
774,262,Qatar,0.0,0,3,0,0,0,0.0,1,3,0.0,0.0,0,Homam Ahmed,0,0.0
775,45,Korea Republic,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Hong Chul,0,0.0
776,720,Romania,0.00,0,8,0,0,0,0.00,0,8,0.00,0.00,0,Horaţiu Moldovan,0,0.00
777,161,IR Iran,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,Hossein Hosseini,0,0.0
778,45,IR Iran,0.0,0,0,0,0,0,0.0,1,1,0.0,0.0,0,Hossein Kanaanizadegan,0,0.0
779,97,Armenia,0.00,0,1,0,0,0,0.00,0,3,0.00,0.00,0,Hovhannes Harutyunyan,0,0.00
780,104,Bulgaria,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Hristiyan Petrov,0,0.00
781,12,Bulgaria,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Hristo Ivanov,0,0.00
782,315,Bosnia & Herz'na,0.00,0,4,0,0,0,0.00,1,4,0.00,0.00,0,Hrvoje Miličević,0,0.00
783,19,Sweden,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Hugo Larsson,0,0.00
784,570,France,0.0,0,6,0,0,0,0.0,0,6,0.0,0.0,0,Hugo Lloris,0,0.0
785,25,Belgium,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Hugo Siquet,0,0.00
786,115,Korea Republic,0.78,0,1,0,1,0,0.78,1,2,0.78,0.78,1,Hwang Hee-chan,1,0.0
787,334,Korea Republic,0.0,0,4,0,0,0,0.0,0,4,0.0,0.0,0,Hwang In-beom,0,0.0
788,106,Korea Republic,0.0,0,1,0,0,0,0.0,0,4,0.0,0.0,0,Hwang Ui-jo,0,0.0
789,756,Iceland,0.48,0,8,0,3,1,0.36,3,10,0.48,0.36,3,Hákon Arnar Haraldsson,4,0.12
790,270,Iceland,0.00,0,3,0,0,0,0.00,0,3,0.00,0.00,0,Hákon Rafn Valdimarsson,0,0.00
791,160,Mexico,0.0,0,2,0,0,0,0.0,1,2,0.0,0.0,0,Héctor Herrera,0,0.0
792,270,Mexico,0.0,0,3,0,0,0,0.0,1,3,0.0,0.0,0,Héctor Moreno,0,0.0
793,406,Iceland,0.00,1,5,0,0,0,0.00,3,5,0.00,0.00,0,Hörður Magnússon,0,0.00
794,149,Faroe Islands,0.00,1,2,0,0,0,0.00,0,3,0.00,0.00,0,Hørður Askham,0,0.00
795,72,Azerbaijan,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Həsəalızadə Bəxtiyar Bəyqulu oğlu,0,0.00
796,91,Spain,0.00,0,1,0,0,0,0.00,1,2,0.00,0.00,0,Iago Aspas,0,0.00
797,90,Andorra,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Ian De Oliveira,0,0.00
798,315,Romania,0.86,0,4,0,2,1,0.57,2,7,0.86,0.57,2,Ianis Hagi,3,0.29
799,231,Kosovo,0.00,0,3,0,0,0,0.00,2,4,0.00,0.00,0,Ibrahim Drešević,0,0.00
800,791,Bosnia & Herz'na,0.00,0,9,0,0,0,0.00,0,9,0.00,0.00,0,Ibrahim Šehić,0,0.00
801,294,France,0.0,0,3,0,0,0,0.0,0,5,0.0,0.0,0,Ibrahima Konaté,0,0.0
802,142,Israel,0.00,0,1,0,0,0,0.00,0,4,0.00,0.00,0,Idan Markovich,0,0.00
803,270,Senegal,0.0,0,3,0,0,0,0.0,2,3,0.0,0.0,0,Idrissa Gana Gueye,0,0.0
804,990,Kazakhstan,0.00,0,11,0,0,0,0.00,1,11,0.00,0.00,0,Igor Shatskiy,0,0.00
805,508,Montenegro,0.00,1,6,0,0,0,0.00,5,6,0.00,0.00,0,Igor Vujačić,0,0.00
806,900,Andorra,0.00,0,10,0,0,0,0.00,0,10,0.00,0.00,0,Iker Álvarez,0,0.00
807,27,Andorra,0.00,0,1,0,0,0,0.00,0,3,0.00,0.00,0,Ildefons Lima,0,0.00
808,714,Bulgaria,0.00,0,8,0,0,0,0.00,1,8,0.00,0.00,0,Ilia Gruev,0,0.00
809,73,Bulgaria,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Ilian Iliev,0,0.00
810,45,Morocco,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Ilias Chair,0,0.0
811,187,N. Macedonia,0.00,0,2,0,0,0,0.00,0,3,0.00,0.00,0,Ilija Nestorovski,0,0.00
812,135,Senegal,0.67,0,2,0,0,1,0.0,0,3,0.67,0.0,0,Iliman Ndiaye,1,0.67
813,270,Kosovo,0.00,0,3,0,0,0,0.00,1,3,0.00,0.00,0,Ilir Krasniqi,0,0.00
814,53,Bulgaria,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Iliyan Stefanov,0,0.00
815,810,Ukraine,0.11,0,9,0,1,0,0.11,1,9,0.11,0.11,1,Illia Zabarnyi,1,0.00
816,196,Finland,0.00,0,3,0,0,0,0.00,1,4,0.00,0.00,0,Ilmari Niskanen,0,0.00
817,583,Moldova,0.00,0,8,0,0,0,0.00,1,8,0.00,0.00,0,Ioan-Călin Revenco,0,0.00
818,516,Cyprus,0.00,0,7,0,0,0,0.00,2,8,0.00,0.00,0,Ioannis Kousoulos,0,0.00
819,346,Cyprus,0.26,0,4,1,0,0,0.00,2,6,0.00,0.26,1,Ioannis Pittas,1,0.00
820,613,Moldova,0.73,0,8,1,3,1,0.44,1,8,0.59,0.59,4,Ion Nicolaescu,5,0.15
821,90,Romania,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Ionuț Nedelcearu,0,0.00
822,180,Romania,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Ionuț Radu,0,0.00
823,474,Georgia,0.19,0,6,0,0,1,0.00,1,7,0.19,0.00,0,Irakli Azarov,1,0.19
824,467,Northern Ireland,0.39,0,5,0,2,0,0.39,1,9,0.39,0.39,2,Isaac Price,2,0.00
825,270,Sweden,0.00,0,3,0,0,0,0.00,1,4,0.00,0.00,0,Isak Hien,0,0.00
826,257,Kazakhstan,0.70,0,3,0,2,0,0.70,1,5,0.70,0.70,2,Islam Chesnokov,2,0.00
827,359,Kazakhstan,0.00,0,3,0,0,0,0.00,4,7,0.00,0.00,0,Islambek Kuat,0,0.00
828,174,Qatar,0.52,0,2,0,0,1,0.0,1,2,0.52,0.0,0,Ismaeel Mohammad,1,0.52
829,278,Senegal,0.32,0,3,0,0,1,0.0,1,4,0.32,0.0,0,Ismail Jakobs,1,0.32
830,344,Senegal,0.26,0,4,1,0,0,0.0,0,4,0.0,0.26,1,Ismaila Sarr,1,0.0
831,10,Kosovo,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Ismajl Beka,0,0.00
832,109,Canada,0.0,0,0,0,0,0,0.0,0,3,0.0,0.0,0,Ismaël Koné,0,0.0
833,208,N. Macedonia,0.00,0,2,0,0,0,0.00,1,4,0.00,0.00,0,Isnik Alimi,0,0.00
834,182,Tunisia,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Issam Jebali,0,0.0
835,287,Belarus,0.00,0,2,0,0,0,0.00,2,7,0.00,0.00,0,Ivan Bakhar,0,0.00
836,90,Bosnia & Herz'na,0.00,0,1,0,0,0,0.00,1,1,0.00,0.00,0,Ivan Bašić,0,0.00
837,360,Bulgaria,0.00,0,4,0,0,0,0.00,1,4,0.00,0.00,0,Ivan Dyulgerov,0,0.00
838,34,Serbia,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Ivan Ilić,0,0.0
839,669,Croatia,0.54,0,7,0,1,3,0.13,0,7,0.54,0.13,1,Ivan Perišić,4,0.4
840,368,Slovakia,0.00,0,5,0,0,0,0.00,1,5,0.00,0.00,0,Ivan Schranz,0,0.00
841,10,Kazakhstan,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Ivan Sviridov,0,0.00
842,10,England,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Ivan Toney,0,0.00
843,96,Bulgaria,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Ivan Turitsov,0,0.00
844,129,Bulgaria,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Ivan Yordanov,0,0.00
845,264,Bulgaria,0.34,0,4,0,0,1,0.00,0,6,0.34,0.00,0,Ivaylo Chochev,1,0.34
846,45,Bulgaria,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Ivaylo Markov,0,0.00
847,180,Albania,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Iván Balliu,0,0.00
848,143,Andorra,0.00,0,2,0,0,0,0.00,0,4,0.00,0.00,0,Izan Fernández,0,0.00
849,270,Ghana,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Iñaki Williams,0,0.0
850,180,Spain,0.00,0,2,0,0,0,0.00,1,2,0.00,0.00,0,Iñigo Martínez,0,0.00
851,5,Georgia,0.00,0,0,0,0,0,0.00,1,1,0.00,0.00,0,Jaba Kankava,0,0.00
852,86,England,1.05,0,0,0,1,0,1.05,0,5,1.05,1.05,1,Jack Grealish,1,0.0
853,450,Scotland,0.20,0,5,0,0,1,0.00,2,5,0.20,0.00,0,Jack Hendry,1,0.20
854,675,Gibraltar,0.00,0,8,0,0,0,0.00,2,8,0.00,0.00,0,Jack Sergeant,0,0.00
855,354,Australia,0.0,0,4,0,0,0,0.0,2,4,0.0,0.0,0,Jackson Irvine,0,0.0
856,96,Ecuador,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,Jackson Porozo,0,0.0
857,69,Scotland,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Jacob Brown,0,0.00
858,1,Belarus,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Jahor Karpicki,0,0.00
859,90,Belarus,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Jahor Parchomienka,0,0.00
860,845,Slovenia,0.00,0,10,0,0,0,0.00,0,10,0.00,0.00,0,Jaka Bijol,0,0.00
861,4,Malta,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Jake Grech,0,0.00
862,51,Liechtenstein,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Jakob Lorenz,0,0.00
863,451,Czechia,0.00,0,5,0,0,0,0.00,2,6,0.00,0.00,0,Jakub Brabec,0,0.00
864,6,Slovakia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Jakub Kadák,0,0.00
865,233,Poland,0.0,0,2,0,0,0,0.0,0,4,0.0,0.0,0,Jakub Kamiński,0,0.0
866,355,Poland,0.0,0,4,0,0,0,0.0,1,4,0.0,0.0,0,Jakub Kiwior,0,0.0
867,18,Poland,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Jakub Moder,0,0.00
868,275,Poland,0.98,0,3,0,2,1,0.65,2,4,0.98,0.65,2,Jakub Piotrowski,3,0.33
869,510,Northern Ireland,0.35,0,6,0,0,2,0.00,1,6,0.35,0.00,0,Jamal Lewis,2,0.35
870,258,Germany,0.35,0,3,0,0,1,0.0,0,3,0.35,0.0,0,Jamal Musiala,1,0.35
871,8,Malta,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,James Brown,0,0.00
872,218,England,0.00,0,3,0,0,0,0.00,1,3,0.00,0.00,0,James Maddison,0,0.00
873,250,Rep. of Ireland,0.72,0,2,0,0,2,0.00,1,5,0.72,0.00,0,James McClean,2,0.72
874,151,Gibraltar,0.00,0,1,0,0,0,0.00,0,5,0.00,0.00,0,Jamie Coombes,0,0.00
875,55,Australia,0.0,0,0,0,0,0,0.0,0,3,0.0,0.0,0,Jamie Maclaren,0,0.0
876,234,Rep. of Ireland,0.77,0,2,0,0,2,0.00,1,4,0.77,0.00,0,Jamie McGrath,2,0.77
877,5,Poland,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Jan Bednarek,0,0.0
878,422,Czechia,0.21,0,6,0,1,0,0.21,0,7,0.21,0.21,1,Jan Kuchta,1,0.00
879,10,Czechia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Jan Matoušek,0,0.00
880,587,Slovenia,0.15,0,7,0,1,0,0.15,0,8,0.15,0.15,1,Jan Mlakar,1,0.00
881,720,Slovenia,0.00,0,8,0,0,0,0.00,0,8,0.00,0.00,0,Jan Oblak,0,0.00
882,270,Belgium,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Jan Vertonghen,0,0.0
883,817,Kazakhstan,0.44,0,9,0,2,2,0.22,2,11,0.44,0.22,2,Jan Worogowski,4,0.22
884,514,N. Macedonia,0.35,0,5,0,2,0,0.35,1,8,0.35,0.35,2,Jani Atanasov,2,0.00
885,120,Denmark,0.75,0,1,0,0,1,0.00,0,2,0.75,0.00,0,Jannik Vestergaard,1,0.75
886,2,Czechia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Jaroslav Zelený,0,0.00
887,562,Albania,0.80,0,8,0,3,2,0.48,1,8,0.80,0.48,3,Jasir Asani,5,0.32
888,95,Slovenia,0.00,0,0,0,0,0,0.00,0,6,0.00,0.00,0,Jasmin Kurtić,0,0.00
889,35,Australia,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Jason Cummings,0,0.0
890,631,Rep. of Ireland,0.00,0,7,0,0,0,0.00,1,8,0.00,0.00,0,Jason Knight,0,0.00
891,180,Netherlands,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Jasper Cillessen,0,0.00
892,309,Morocco,0.0,0,3,0,0,0,0.0,0,6,0.0,0.0,0,Jawad El Yamiq,0,0.0
893,547,Gibraltar,0.00,0,6,0,0,0,0.00,0,7,0.00,0.00,0,Jayce Olivero,0,0.00
894,262,Rep. of Ireland,0.00,0,3,0,0,0,0.00,2,5,0.00,0.00,0,Jayson Molumby,0,0.00
895,258,Malta,0.00,0,3,0,0,0,0.00,1,3,0.00,0.00,0,Jean Borg,0,0.00
896,180,Cameroon,1.0,0,2,0,1,1,0.5,0,2,1.0,0.5,1,Jean-Charles Castelletto,2,0.5
897,90,France,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Jean-Clair Todibo,0,0.00
898,6,Rep. of Ireland,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Jeff Hendrick,0,0.00
899,58,Georgia,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Jemal Tabidze,0,0.00
900,412,Sweden,0.00,0,5,0,0,0,0.00,1,5,0.00,0.00,0,Jens Cajuste,0,0.00
901,452,Liechtenstein,0.00,0,5,0,0,0,0.00,0,7,0.00,0.00,0,Jens Hofer,0,0.00
902,243,Denmark,0.00,0,2,0,0,0,0.00,0,5,0.00,0.00,0,Jens Stryger Larsen,0,0.00
903,45,Korea Republic,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Jeong Woo-yeong,0,0.0
904,89,Netherlands,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Jerdy Schouten,0,0.00
905,257,Finland,0.00,0,2,0,0,0,0.00,1,6,0.00,0.00,0,Jere Uronen,0,0.00
906,29,Netherlands,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Jeremie Frimpong,0,0.00
907,19,Belgium,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Jeremy Doku,0,0.0
908,85,Ecuador,0.0,0,0,0,0,0,0.0,0,3,0.0,0.0,0,Jeremy Sarmiento,0,0.0
909,5,Cameroon,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Jerome Ngom Mbekeli,0,0.0
910,62,Sweden,2.90,0,0,0,1,1,1.45,1,4,2.90,1.45,1,Jesper Karlsson,2,1.45
911,66,Sweden,1.36,0,0,0,0,1,0.00,0,2,1.36,0.00,0,Jesper Karlström,1,1.36
912,200,Denmark,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Jesper Lindstrøm,0,0.0
913,45,United States,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Jesús Ferreira,0,0.0
914,270,Mexico,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Jesús Gallardo,0,0.0
915,89,Spain,1.01,0,1,0,0,1,0.00,0,2,1.01,0.00,0,Jesús Navas,1,1.01
916,356,Andorra,0.00,0,5,0,0,0,0.00,1,5,0.00,0.00,0,Jesús Rubio,0,0.00
917,9,Kosovo,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Jetmir Topalli,0,0.00
918,103,Costa Rica,0.0,0,1,0,0,0,0.0,0,3,0.0,0.0,0,Jewison Bennette,0,0.0
919,180,Ecuador,0.0,0,2,0,0,0,0.0,2,2,0.0,0.0,0,Jhegson Méndez,0,0.0
920,180,Czechia,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Jindřich Staněk,0,0.00
921,450,Czechia,0.00,0,5,0,0,0,0.00,0,5,0.00,0.00,0,Jiří Pavlenka,0,0.00
922,270,Denmark,0.33,0,3,0,0,1,0.0,0,3,0.33,0.0,0,Joachim Andersen,1,0.33
923,249,Denmark,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Joakim Mæhle,0,0.0
924,891,Andorra,0.10,0,10,0,0,1,0.00,1,10,0.10,0.00,0,Joan Cervós,1,0.10
925,296,Malta,0.00,0,4,0,0,0,0.00,0,6,0.00,0.00,0,Jodi Jones,0,0.00
926,94,Wales,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,Joe Allen,0,0.0
927,33,Wales,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Joe Morrell,0,0.0
928,270,Wales,0.0,0,3,0,0,0,0.0,1,3,0.0,0.0,0,Joe Rodon,0,0.0
929,269,Costa Rica,0.0,0,3,0,0,0,0.0,1,3,0.0,0.0,0,Joel Campbell,0,0.0
930,387,Andorra,0.00,0,4,0,0,0,0.00,2,5,0.00,0.00,0,Joel Guillen,0,0.00
931,702,Finland,0.38,0,7,1,1,1,0.13,1,11,0.26,0.26,2,Joel Pohjanpalo,3,0.13
932,200,Netherlands,0.90,0,2,0,0,2,0.00,1,5,0.90,0.00,0,Joey Veerman,2,0.90
933,372,Belgium,0.73,0,4,0,1,2,0.24,0,7,0.73,0.24,1,Johan Bakayoko,3,0.48
934,73,Costa Rica,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Johan Venegas,0,0.0
935,432,Rep. of Ireland,0.00,0,5,0,0,0,0.00,2,5,0.00,0.00,0,John Egan,0,0.00
936,690,Scotland,0.65,0,8,1,2,2,0.26,1,8,0.52,0.39,3,John McGinn,5,0.26
937,12,Scotland,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,John Souttar,0,0.00
938,434,England,0.0,0,5,0,0,0,0.0,0,5,0.0,0.0,0,John Stones,0,0.0
939,119,Slovenia,0.00,0,1,0,0,0,0.00,0,5,0.00,0.00,0,Jon Gorenc Stanković,0,0.00
940,30,Germany,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Jonas Hofmann,0,0.0
941,598,Denmark,0.90,0,7,0,3,3,0.45,0,10,0.90,0.45,3,Jonas Wind,6,0.45
942,196,France,1.38,0,2,0,1,2,0.46,0,3,1.38,0.46,1,Jonathan Clauss,3,0.92
943,192,Canada,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Jonathan David,0,0.0
944,119,Canada,0.0,0,1,0,0,0,0.0,1,3,0.0,0.0,0,Jonathan Osorio,0,0.0
945,485,Northern Ireland,0.19,0,6,0,1,0,0.19,2,6,0.19,0.19,1,Jonny Evans,1,0.00
946,511,Estonia,0.00,0,6,0,0,0,0.00,0,6,0.00,0.00,0,Joonas Tamm,0,0.00
947,136,Ghana,0.66,0,2,0,0,1,0.0,0,3,0.66,0.0,0,Jordan Ayew,1,0.66
948,271,England,0.33,0,3,0,1,0,0.33,0,4,0.33,0.33,1,Jordan Henderson,1,0.0
949,578,Wales,0.00,0,6,0,0,0,0.00,4,8,0.00,0.00,0,Jordan James,0,0.00
950,28,Northern Ireland,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Jordan Jones,0,0.00
951,90,Switzerland,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Jordan Lotomba,0,0.00
952,4,United States,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Jordan Morris,0,0.0
953,450,England,0.0,0,5,0,0,0,0.0,0,5,0.0,0.0,0,Jordan Pickford,0,0.0
954,90,Netherlands,1.00,0,1,0,0,1,0.00,1,1,1.00,0.00,0,Jordan Teze,1,1.00
955,483,Northern Ireland,0.00,0,5,0,0,0,0.00,2,9,0.00,0.00,0,Jordan Thompson,0,0.00
956,62,France,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Jordan Veretout,0,0.0
957,264,Spain,0.68,0,3,0,0,2,0.0,0,4,0.68,0.0,0,Jordi Alba,2,0.68
958,460,Andorra,0.00,0,6,0,0,0,0.00,1,7,0.00,0.00,0,Jordi Aláez,0,0.00
959,83,Andorra,0.00,0,1,0,0,0,0.00,0,3,0.00,0.00,0,Jordi Rubio,0,0.00
960,175,Mexico,0.0,0,2,0,0,0,0.0,1,2,0.0,0.0,0,Jorge Eduardo Sánchez,0,0.0
961,199,Italy,0.00,0,3,0,0,0,0.00,1,3,0.00,0.00,0,Jorginho,0,0.00
962,45,Netherlands,2.00,0,0,0,0,1,0.00,0,1,2.00,0.00,0,Jorrel Hato,1,2.00
963,237,Spain,2.28,0,2,0,4,2,1.52,0,7,2.28,1.52,4,Joselu,6,0.76
964,146,Gibraltar,0.00,0,2,0,0,0,0.00,0,5,0.00,0.00,0,Joseph Chipolina,0,0.00
965,629,Malta,0.00,0,8,0,0,0,0.00,0,8,0.00,0.00,0,Joseph Mbong,0,0.00
