,min,squad,g+a_1,crdr,starts,pk,g-pk,ast,g-pk_1,crdy,mp,g+a-pk,gls_1,gls,player,g+a,ast_1
236,270,Belgium,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Axel Witsel,0,0.0
237,45,Japan,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Ayase Ueda,0,0.0
238,270,Tunisia,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Aymen Dahmen,0,0.0
239,482,Gibraltar,0.00,0,4,0,0,0,0.00,0,8,0.00,0.00,0,Aymen Mouelhi,0,0.00
240,300,Spain,0.0,0,3,0,0,0,0.0,1,3,0.0,0.0,0,Aymeric Laporte,0,0.0
241,151,Gibraltar,0.00,0,2,0,0,0,0.00,0,4,0.00,0.00,0,Ayoub El Hmidi,0,0.00
242,45,Azerbaijan,2.00,0,0,0,0,1,0.00,0,1,2.00,0.00,0,Azer Aliyev,1,2.00
243,360,Australia,0.0,0,4,0,0,0,0.0,1,4,0.0,0.0,0,Aziz Behich,0,0.0
244,568,Morocco,0.0,0,6,0,0,0,0.0,1,7,0.0,0.0,0,Azzedine Ounahi,0,0.0
245,243,Tunisia,0.37,0,3,0,0,1,0.0,1,3,0.37,0.0,0,Aïssa Laïdouni,1,0.37
246,183,Ghana,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Baba Rahman,0,0.0
247,90,Azerbaijan,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Badavi Huseynov,0,0.00
248,54,Morocco,0.0,0,0,0,0,0,0.0,0,3,0.0,0.0,0,Badr Banoun,0,0.0
249,295,Kazakhstan,0.31,0,4,0,0,1,0.00,0,5,0.31,0.00,0,Bagdat Kairov,1,0.31
250,630,Northern Ireland,0.00,0,7,0,0,0,0.00,0,7,0.00,0.00,0,Bailey Peacock-Farrell,0,0.00
251,17,Australia,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Bailey Wright,0,0.0
252,637,Kazakhstan,0.57,0,7,2,2,0,0.28,1,9,0.28,0.57,4,Baktiyor Zainutdinov,4,0.00
253,100,Senegal,0.9,0,0,0,1,0,0.9,0,4,0.9,0.9,1,Bamba Dieng,1,0.0
254,371,Hungary,0.97,0,4,0,4,0,0.97,2,6,0.97,0.97,4,Barnabás Varga,4,0.00
255,360,Netherlands,0.00,0,4,0,0,0,0.00,0,4,0.00,0.00,0,Bart Verbruggen,0,0.00
256,341,Poland,0.0,0,4,0,0,0,0.0,1,4,0.0,0.0,0,Bartosz Bereszyński,0,0.0
257,131,Poland,0.00,0,1,0,0,0,0.00,1,2,0.00,0.00,0,Bartosz Salamon,0,0.00
258,435,Poland,0.00,0,4,0,0,0,0.00,1,5,0.00,0.00,0,Bartosz Slisz,0,0.00
259,400,Türkiye,0.45,0,5,0,1,1,0.23,1,7,0.45,0.23,1,Barış Alper Yılmaz,2,0.23
260,90,Qatar,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Bassam Al-Rawi,0,0.0
261,41,Kazakhstan,2.20,0,0,0,0,1,0.00,0,2,2.20,0.00,0,Bauyrzhan Islamkhan,1,2.20
262,46,Wales,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Ben Cabango,0,0.00
263,180,England,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Ben Chilwell,0,0.00
264,238,Wales,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Ben Davies,0,0.0
265,246,Hungary,0.00,0,3,0,0,0,0.00,0,5,0.00,0.00,0,Bendegúz Bolla,0,0.00
266,900,Liechtenstein,0.00,0,10,0,0,0,0.00,0,10,0.00,0.00,0,Benjamin Büchel,0,0.00
267,374,Finland,0.72,0,4,0,2,1,0.48,1,8,0.72,0.48,2,Benjamin Källman,3,0.24
268,88,France,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Benjamin Pavard,0,0.0
269,325,Bosnia & Herz'na,0.00,0,4,0,0,0,0.00,2,6,0.00,0.00,0,Benjamin Tahirovic,0,0.00
270,298,Slovenia,0.30,0,3,0,1,0,0.30,1,9,0.30,0.30,1,Benjamin Verbič,1,0.00
271,750,Slovenia,0.84,0,9,2,3,2,0.36,0,9,0.60,0.60,5,Benjamin Šeško,7,0.24
272,630,Albania,0.00,0,7,0,0,0,0.00,0,7,0.00,0.00,0,Berat Djimsiti,0,0.00
273,23,Türkiye,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Berkan Kutlu,0,0.00
274,370,Kosovo,0.00,0,5,0,0,0,0.00,1,6,0.00,0.00,0,Bernard Berisha,0,0.00
275,360,Gibraltar,0.00,0,4,0,0,0,0.00,0,4,0.00,0.00,0,Bernardo Lopes,0,0.00
276,356,Portugal,0.0,0,4,0,0,0,0.0,0,5,0.0,0.0,0,Bernardo Silva,0,0.0
277,332,Kosovo,0.00,0,4,0,0,0,0.00,0,4,0.00,0.00,0,Bersant Celina,0,0.00
278,27,Türkiye,3.33,0,0,0,1,0,3.33,2,2,3.33,3.33,1,Bertuğ Yıldırım,1,0.00
279,347,Kosovo,0.00,0,4,0,0,0,0.00,0,6,0.00,0.00,0,Betim Fazliji,0,0.00
280,3,Israel,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Bibras Natkho,0,0.00
281,55,Morocco,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Bilal El Khannouss,0,0.0
282,213,Scotland,0.00,0,3,0,0,0,0.00,0,5,0.00,0.00,0,Billy Gilmour,0,0.00
283,523,Norway,0.00,0,6,0,0,0,0.00,1,6,0.00,0.00,0,Birger Meling,0,0.00
284,299,Malta,0.00,0,4,0,0,0,0.00,2,6,0.00,0.00,0,Bjorn Kristensen,0,0.00
285,142,Estonia,0.00,0,2,0,0,0,0.00,0,3,0.00,0.00,0,Bogdan Vaštšuk,0,0.00
286,322,N. Macedonia,0.00,0,3,0,0,0,0.00,0,5,0.00,0.00,0,Bojan Dimoski,0,0.00
287,458,N. Macedonia,0.20,0,6,0,0,1,0.00,1,6,0.20,0.00,0,Bojan Miovski,1,0.20
288,25,Spain,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Borja Iglesias,0,0.00
289,120,Croatia,0.0,0,1,0,0,0,0.0,1,1,0.0,0.0,0,Borna Barišić,0,0.0
290,424,Croatia,0.0,0,5,0,0,0,0.0,0,5,0.0,0.0,0,Borna Sosa,0,0.0
291,90,Hungary,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Botond Balogh,0,0.00
292,270,Qatar,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Boualem Khoukhi,0,0.0
293,24,France,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Boubacar Kamara,0,0.00
294,318,Senegal,0.28,0,4,0,1,0,0.28,1,4,0.28,0.28,1,Boulaye Dia,1,0.0
295,85,Northern Ireland,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Brad Lyons,0,0.00
296,90,Costa Rica,0.0,0,1,0,0,0,0.0,0,3,0.0,0.0,0,Brandon Aguilera,0,0.0
297,16,Malta,0.00,0,0,0,0,0,0.00,0,3,0.00,0.00,0,Brandon Paiber,0,0.00
298,358,Faroe Islands,0.00,0,4,0,0,0,0.00,1,6,0.00,0.00,0,Brandur Olsen,0,0.00
299,323,Switzerland,0.56,0,4,0,2,0,0.56,0,4,0.56,0.56,2,Breel Embolo,2,0.0
300,108,United States,0.0,0,0,0,0,0,0.0,0,4,0.0,0.0,0,Brenden Aaronson,0,0.0
301,91,Wales,0.0,0,0,0,0,0,0.0,0,3,0.0,0.0,0,Brennan Johnson,0,0.0
302,29,Netherlands,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Brian Brobbey,0,0.00
303,180,France,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Brice Samba,0,0.00
304,32,Norway,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Brice Wembangomo,0,0.00
305,26,Northern Ireland,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Brodie Gilmore,0,0.00
306,28,Portugal,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Bruma,0,0.00
307,356,Portugal,1.26,0,4,1,1,3,0.25,1,4,1.01,0.51,2,Bruno Fernandes,5,0.76
308,69,Brazil,0.0,0,0,0,0,0,0.0,1,2,0.0,0.0,0,Bruno Guimarães,0,0.0
309,234,Croatia,0.38,0,1,0,1,0,0.38,1,6,0.38,0.38,1,Bruno Petković,1,0.0
310,355,Italy,0.00,0,3,0,0,0,0.00,0,7,0.00,0.00,0,Bryan Cristante,0,0.00
311,233,Cameroon,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Bryan Mbeumo,0,0.0
312,260,Costa Rica,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Bryan Oviedo,0,0.0
313,30,Costa Rica,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Bryan Ruiz,0,0.0
314,45,Spain,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Bryan Zaragoza,0,0.00
315,331,Georgia,0.82,0,3,0,3,0,0.82,3,8,0.82,0.82,3,Budu Zivzivadze,3,0.00
316,288,England,0.94,0,4,0,3,0,0.94,0,4,0.94,0.94,3,Bukayo Saka,3,0.0
317,85,Hungary,1.06,0,1,0,1,0,1.06,0,1,1.06,1.06,1,Bálint Vécsei,1,0.00
318,57,Faroe Islands,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Bárður Á Reynatrøð,0,0.00
319,6,Norway,0.00,0,0,0,0,0,0.00,1,2,0.00,0.00,0,Bård Finne,0,0.00
320,416,Azerbaijan,0.00,1,5,0,0,0,0.00,0,5,0.00,0.00,0,Bəhlul Mustafazadə,0,0.00
321,326,Malta,0.00,0,3,0,0,0,0.00,1,7,0.00,0.00,0,Cain Attard,0,0.00
322,40,Northern Ireland,0.00,0,0,0,0,0,0.00,0,3,0.00,0.00,0,Callum Marshall,0,0.00
323,689,Scotland,0.13,0,8,0,1,0,0.13,0,8,0.13,0.13,1,Callum McGregor,1,0.00
324,52,Rep. of Ireland,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Callum O'Dowda,0,0.00
325,91,Rep. of Ireland,0.99,0,1,0,1,0,0.99,0,3,0.99,0.99,1,Callum Robinson,1,0.00
326,480,Hungary,0.00,0,6,0,0,0,0.00,0,7,0.00,0.00,0,Callum Styles,0,0.00
327,48,England,1.87,0,0,0,0,1,0.0,0,2,1.87,0.0,0,Callum Wilson,1,1.87
328,90,Netherlands,3.00,0,1,0,3,0,3.00,0,1,3.00,3.00,3,Calvin Stengs,3,0.00
329,90,United States,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Cameron Carter-Vickers,0,0.0
330,24,Northern Ireland,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Cameron McGeehan,0,0.00
331,22,Romania,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Camora,0,0.00
332,45,Sweden,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Carl Starfelt,0,0.00
333,45,Ecuador,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Carlos Gruezo,0,0.0
334,45,Costa Rica,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Carlos Martínez,0,0.0
335,92,Spain,0.98,0,0,0,1,0,0.98,0,2,0.98,0.98,1,Carlos Soler,1,0.0
336,390,Brazil,0.23,0,4,0,1,0,0.23,1,4,0.23,0.23,1,Casemiro,1,0.0
337,294,Switzerland,0.31,0,4,0,1,0,0.31,1,5,0.31,0.31,1,Cedric Itten,1,0.00
338,99,Switzerland,0.00,0,1,0,0,0,0.00,1,2,0.00,0.00,0,Cedric Zesiger,0,0.00
339,249,Costa Rica,0.0,0,3,0,0,0,0.0,1,3,0.0,0.0,0,Celso Borges,0,0.0
340,440,Türkiye,0.20,0,5,0,1,0,0.20,1,5,0.20,0.20,1,Cengiz Ünder,1,0.00
341,71,Türkiye,2.54,0,1,0,2,0,2.54,0,3,2.54,2.54,2,Cenk Tosun,2,0.00
342,296,Türkiye,0.30,0,4,0,0,1,0.00,0,4,0.30,0.00,0,Cenk Özkacar,1,0.30
343,350,Cyprus,0.00,0,6,0,0,0,0.00,0,6,0.00,0.00,0,Charalambos Kyriakou,0,0.00
344,438,Cyprus,0.21,0,5,0,0,1,0.00,0,8,0.21,0.00,0,Charalampos Charalampous,1,0.21
345,16,Belgium,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Charles De Ketelaere,0,0.0
346,34,Mexico,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Charly Rodríguez,0,0.0
347,135,Scotland,0.00,0,2,0,0,0,0.00,0,3,0.00,0.00,0,Che Adams,0,0.00
348,72,Senegal,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Cheikhou Kouyaté,0,0.0
349,430,Rep. of Ireland,0.00,0,5,0,0,0,0.00,1,5,0.00,0.00,0,Chiedozie Ogbene,0,0.00
350,275,Korea Republic,0.65,0,3,0,2,0,0.65,1,4,0.65,0.65,2,Cho Gue-sung,2,0.0
351,1,Korea Republic,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Cho Yumin,0,0.0
352,270,Wales,0.0,0,3,0,0,0,0.0,1,3,0.0,0.0,0,Chris Mepham,0,0.0
353,24,Cameroon,0.0,0,0,0,0,0,0.0,1,1,0.0,0.0,0,Christian Bassogog,0,0.0
354,270,Denmark,0.0,0,3,0,0,0,0.0,0,3,0.0,0.0,0,Christian Eriksen,0,0.0
355,8,Switzerland,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Christian Fassnacht,0,0.0
356,6,Denmark,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Christian Nørgaard,0,0.0
357,315,United States,0.86,0,4,0,1,2,0.29,0,4,0.86,0.29,1,Christian Pulisic,3,0.57
358,530,Austria,0.85,0,6,0,3,2,0.51,1,7,0.85,0.51,3,Christoph Baumgartner,5,0.34
359,794,Luxembourg,0.00,0,9,0,0,0,0.00,6,9,0.00,0.00,0,Christopher Martins,0,0.00
360,30,France,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Christopher Nkunku,0,0.00
361,90,Cameroon,0.0,0,1,0,0,0,0.0,0,1,0.0,0.0,0,Christopher Wooh,0,0.0
362,377,Northern Ireland,0.00,0,5,0,0,0,0.00,1,6,0.00,0.00,0,Ciaron Brown,0,0.00
363,90,Italy,1.00,0,1,0,1,0,1.00,0,1,1.00,1.00,1,Ciro Immobile,1,0.00
364,450,Netherlands,0.6,0,5,0,3,0,0.6,0,5,0.6,0.6,3,Cody Gakpo,3,0.0
365,37,England,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Cole Palmer,0,0.00
366,15,Liechtenstein,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Colin Haas,0,0.00
367,270,Cameroon,0.0,0,3,0,0,0,0.0,2,3,0.0,0.0,0,Collins Fai,0,0.0
368,200,Wales,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Connor Roberts,0,0.0
369,256,Northern Ireland,0.00,0,3,0,0,0,0.00,0,3,0.00,0.00,0,Conor Bradley,0,0.00
370,95,England,0.00,0,1,0,0,0,0.00,0,5,0.00,0.00,0,Conor Gallagher,0,0.00
371,270,Northern Ireland,0.00,0,3,0,0,0,0.00,0,3,0.00,0.00,0,Conor Hazard,0,0.00
372,206,Northern Ireland,0.87,0,2,0,1,1,0.44,0,7,0.87,0.44,1,Conor McMenamin,2,0.44
373,368,Northern Ireland,0.24,0,3,0,0,1,0.00,1,8,0.24,0.00,0,Conor Washington,1,0.24
374,326,Northern Ireland,0.00,0,3,0,0,0,0.00,0,4,0.00,0.00,0,Craig Cathcart,0,0.00
375,234,Australia,0.77,0,3,0,1,1,0.38,0,4,0.77,0.38,1,Craig Goodwin,2,0.38
376,45,Moldova,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Cristian Dros,0,0.00
377,360,Romania,0.00,0,4,0,0,0,0.00,0,4,0.00,0.00,0,Cristian Manea,0,0.00
378,547,Argentina,0.0,0,6,0,0,0,0.0,2,7,0.0,0.0,0,Cristian Romero,0,0.0
379,46,Italy,0.00,0,0,0,0,0,0.00,0,3,0.00,0.00,0,Cristiano Biraghi,0,0.00
380,290,Portugal,0.31,0,3,1,0,0,0.0,0,5,0.0,0.31,1,Cristiano Ronaldo,1,0.0
381,137,Canada,0.0,0,2,0,0,0,0.0,0,3,0.0,0.0,0,Cyle Larin,0,0.0
382,135,Spain,0.67,0,2,0,0,1,0.0,0,2,0.67,0.0,0,César Azpilicueta,1,0.67
383,270,Mexico,0.33,0,3,0,0,1,0.0,0,3,0.33,0.0,0,César Montes,1,0.33
384,18,Azerbaijan,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Cəlal Hüseynov,0,0.00
385,322,Japan,0.0,0,4,0,0,0,0.0,0,4,0.0,0.0,0,Daichi Kamada,0,0.0
386,180,Japan,0.5,0,3,0,1,0,0.5,0,3,0.5,0.5,1,Daizen Maeda,1,0.0
387,16,Bosnia & Herz'na,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Dal Varesanovic,0,0.00
388,250,Northern Ireland,0.00,0,3,0,0,0,0.00,0,5,0.00,0.00,0,Dale Taylor,0,0.00
389,423,Netherlands,0.43,0,5,0,1,1,0.21,0,5,0.43,0.21,1,Daley Blind,2,0.21
390,29,Poland,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Damian Szymański,0,0.0
391,90,N. Macedonia,0.00,0,1,0,0,0,0.00,2,1,0.00,0.00,0,Damjan Šiškovski,0,0.00
392,56,Israel,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Dan Glazer,0,0.00
393,199,Switzerland,0.45,0,1,0,0,1,0.00,0,6,0.45,0.00,0,Dan Ndoye,1,0.45
394,761,Luxembourg,0.35,1,10,0,3,0,0.35,1,10,0.35,0.35,3,Danel Sinani,3,0.00
395,118,Brazil,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,Dani Alves,0,0.0
396,135,Spain,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,Dani Carvajal,0,0.0
397,111,Spain,0.00,0,1,0,0,0,0.00,0,2,0.00,0.00,0,Dani Ceballos,0,0.00
398,367,Spain,0.49,0,4,0,1,1,0.25,0,4,0.49,0.25,1,Dani Olmo,2,0.25
399,251,Ghana,0.0,0,3,0,0,0,0.0,2,3,0.0,0.0,0,Daniel Amartey,0,0.0
400,385,Northern Ireland,0.00,0,5,0,0,0,0.00,1,5,0.00,0.00,0,Daniel Ballard,0,0.00
401,58,Romania,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Daniel Birligea,0,0.00
402,1,Costa Rica,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Daniel Chacón,0,0.0
403,422,Finland,0.85,0,4,0,4,0,0.85,1,7,0.85,0.85,4,Daniel Håkans,4,0.00
404,154,Wales,0.0,0,2,0,0,0,0.0,1,3,0.0,0.0,0,Daniel James,0,0.0
405,33,Ghana,0.0,0,0,0,0,0,0.0,0,3,0.0,0.0,0,Daniel Kyereh,0,0.0
406,360,Bulgaria,0.00,0,4,0,0,0,0.00,0,4,0.00,0.00,0,Daniel Naumov,0,0.00
407,90,Israel,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Daniel Peretz,0,0.00
408,26,Lithuania,0.00,0,0,0,0,0,0.00,0,3,0.00,0.00,0,Daniel Romanovskij,0,0.00
409,450,Latvia,0.20,0,5,0,1,0,0.20,0,5,0.20,0.20,1,Daniels Balodis,1,0.00
410,281,Brazil,0.0,0,3,0,0,0,0.0,1,3,0.0,0.0,0,Danilo,0,0.0
411,90,Portugal,0.0,0,1,0,0,0,0.0,1,1,0.0,0.0,0,Danilo Pereira,0,0.0
412,36,San Marino,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Danilo Rinaldi,0,0.00
413,217,Cyprus,0.00,0,1,0,0,0,0.00,1,4,0.00,0.00,0,Danilo Spoljaric,0,0.00
414,94,Wales,0.0,0,1,0,0,0,0.0,0,2,0.0,0.0,0,Danny Ward,0,0.0
415,797,San Marino,0.00,0,10,0,0,0,0.00,0,10,0.00,0.00,0,Dante Rossi,0,0.00
416,5,Ukraine,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Danylo Sikan,0,0.00
417,270,Iceland,0.00,0,3,0,0,0,0.00,0,3,0.00,0.00,0,Daníel Leó Grétarsson,0,0.00
418,295,Rep. of Ireland,0.00,0,3,0,0,0,0.00,0,5,0.00,0.00,0,Dara O'Shea,0,0.00
419,144,Romania,0.00,0,1,0,0,0,0.00,0,6,0.00,0.00,0,Darius Olaru,0,0.00
420,97,N. Macedonia,0.93,0,0,0,1,0,0.93,1,3,0.93,0.93,1,Darko Churlinov,1,0.00
421,25,Serbia,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Darko Lazović,0,0.0
422,147,N. Macedonia,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Darko Velkovski,0,0.00
423,88,Rep. of Ireland,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Darragh Lenihan,0,0.00
424,240,Uruguay,0.0,0,3,0,0,0,0.0,1,3,0.0,0.0,0,Darwin Núñez,0,0.0
425,405,Austria,0.22,0,4,0,0,1,0.00,0,5,0.22,0.00,0,David Alaba,1,0.22
426,24,N. Macedonia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,David Babunski,0,0.00
427,446,Slovenia,0.20,0,4,0,1,0,0.20,2,5,0.20,0.20,1,David Brekalo,1,0.00
428,284,Wales,1.27,0,3,0,2,2,0.63,0,7,1.27,0.63,2,David Brooks,4,0.63
429,281,Czechia,0.32,0,3,0,1,0,0.32,0,5,0.32,0.32,1,David Doudera,1,0.00
430,180,Spain,0.00,0,1,0,0,0,0.00,0,3,0.00,0.00,0,David García,0,0.00
431,409,Czechia,0.22,0,5,0,0,1,0.00,0,5,0.22,0.00,0,David Jurásek,1,0.22
432,242,Germany,0.37,0,3,0,0,1,0.0,0,3,0.37,0.0,0,David Raum,1,0.37
433,90,Spain,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,David Raya,0,0.00
434,15,Canada,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,David Wotherspoon,0,0.0
435,180,Czechia,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,David Zima,0,0.00
436,325,Italy,0.83,0,3,0,3,0,0.83,0,5,0.83,0.83,3,Davide Frattesi,3,0.00
437,190,Netherlands,1.42,0,3,0,1,2,0.47,0,4,1.42,0.47,1,Davy Klaassen,3,0.95
438,180,Iceland,1.00,0,2,0,1,1,0.50,0,2,1.00,0.50,1,Davíð Ólafsson,2,0.50
439,720,Gibraltar,0.00,0,8,0,0,0,0.00,0,8,0.00,0.00,0,Dayle Coleing,0,0.00
440,480,France,0.0,0,5,0,0,0,0.0,0,5,0.0,0.0,0,Dayot Upamecano,0,0.0
441,33,United States,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,DeAndre Yedlin,0,0.0
442,90,Israel,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Dean David,0,0.00
443,417,England,0.0,0,5,0,0,0,0.0,0,5,0.0,0.0,0,Declan Rice,0,0.0
444,376,Romania,0.00,0,4,0,0,0,0.00,1,5,0.00,0.00,0,Deian Sorescu,0,0.00
445,98,Lithuania,0.00,0,2,0,0,0,0.00,0,2,0.00,0.00,0,Deividas Šešplaukis,0,0.00
446,100,Serbia,0.00,0,1,0,0,0,0.00,1,2,0.00,0.00,0,Dejan Joveljić,0,0.00
447,707,Sweden,0.38,0,8,0,1,2,0.13,2,8,0.38,0.13,1,Dejan Kulusevski,3,0.25
448,67,Austria,0.00,0,1,0,0,0,0.00,0,4,0.00,0.00,0,Dejan Ljubicic,0,0.00
449,600,Croatia,0.15,0,6,0,0,1,0.0,1,6,0.15,0.0,0,Dejan Lovren,1,0.15
450,1,Luxembourg,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Dejvid Sinani,0,0.00
451,104,Cyprus,0.87,0,1,0,0,1,0.00,1,3,0.87,0.00,0,Demetris Christofi,1,0.87
452,90,Cyprus,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Demetris Demetriou,0,0.00
453,521,Romania,0.52,0,6,0,3,0,0.52,0,9,0.52,0.52,3,Denis Alibec,3,0.00
454,159,Romania,0.00,0,2,0,0,0,0.00,0,3,0.00,0.00,0,Denis Drăguș,0,0.00
455,180,Moldova,0.00,0,2,0,0,0,0.00,1,2,0.00,0.00,0,Denis Marandici,0,0.00
456,13,Ghana,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Denis Odoi,0,0.0
457,628,Slovakia,0.14,0,7,0,1,0,0.14,0,7,0.14,0.14,1,Denis Vavro,1,0.00
458,59,Switzerland,0.0,0,0,0,0,0,0.0,0,2,0.0,0.0,0,Denis Zakaria,0,0.0
459,560,Bosnia & Herz'na,0.00,0,6,0,0,0,0.00,2,7,0.00,0.00,0,Dennis Hadzikadunic,0,0.00
460,255,Romania,0.35,0,4,0,1,0,0.35,0,4,0.35,0.35,1,Dennis Man,1,0.00
461,681,Liechtenstein,0.00,0,8,0,0,0,0.00,1,8,0.00,0.00,0,Dennis Salanović,0,0.00
462,3,Israel,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Denny Gropper,0,0.00
463,479,Netherlands,0.56,1,5,0,1,2,0.19,2,5,0.56,0.19,1,Denzel Dumfries,3,0.38
464,74,Italy,0.00,0,1,0,0,0,0.00,1,2,0.00,0.00,0,Destiny Udogie,0,0.00
465,180,Cameroon,0.0,0,2,0,0,0,0.0,0,2,0.0,0.0,0,Devis Epassy,0,0.0
466,151,Uruguay,0.0,0,2,0,0,0,0.0,0,2,0.0,0.0,0,Diego Godín,0,0.0
467,523,Greece,0.17,0,7,0,1,0,0.17,3,7,0.17,0.17,1,Dimitrios Kourbelis,1,0.00
468,207,Greece,0.87,0,2,0,0,2,0.00,0,4,0.87,0.00,0,Dimitris Giannoulis,2,0.87
469,400,Greece,1.13,0,6,0,2,3,0.45,2,6,1.13,0.45,2,Dimitris Pelkas,5,0.68
470,90,Bulgaria,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Dimo Krastev,0,0.00
471,450,Portugal,0.0,0,5,0,0,0,0.0,0,5,0.0,0.0,0,Diogo Costa,0,0.0
472,258,Portugal,0.7,0,3,0,0,2,0.0,0,3,0.7,0.0,0,Diogo Dalot,2,0.7
473,219,Portugal,1.64,0,2,0,2,2,0.82,1,7,1.64,0.82,2,Diogo Jota,4,0.82
474,90,Finland,0.00,0,1,0,0,0,0.00,0,1,0.00,0.00,0,Diogo Tomas,0,0.00
475,501,Northern Ireland,0.54,0,6,0,3,0,0.54,1,9,0.54,0.54,3,Dion Charles,3,0.00
476,56,Croatia,0.00,0,0,0,0,0,0.00,0,2,0.00,0.00,0,Dion Drena Beljo,0,0.00
477,371,Luxembourg,0.00,0,3,0,0,0,0.00,0,7,0.00,0.00,0,Dirk Carlson,0,0.00
478,264,Switzerland,0.34,0,4,0,0,1,0.0,0,4,0.34,0.0,0,Djibril Sow,1,0.34
479,27,Ecuador,0.0,0,0,0,0,0,0.0,0,1,0.0,0.0,0,Djorkaeff Reasco,0,0.0
480,2,Latvia,0.00,0,0,0,0,0,0.00,0,1,0.00,0.00,0,Dmitrijs Zelenkovs,0,0.00
